orderNumber,orderDate,requiredDate,status,customerNumber,totalAmount,paymentMethod
4395,2023-09-06,2023-09-13,Shipped,628,1697.94,PayPal
4396,2024-06-06,2024-06-10,Delivered,295,2374.18,Debit Card
4397,2024-04-10,2024-04-17,Processing,564,230.24,Credit Card
4398,2024-10-18,2024-10-29,Pending,949,3070.7,Credit Card
4399,2024-01-30,2024-02-05,Delivered,510,4907.63,Credit Card
4400,2024-11-20,2024-11-26,Cancelled,572,2946.65,Credit Card
4401,2024-11-14,2024-11-19,Shipped,228,4128.34,Debit Card
4402,2023-09-14,2023-09-20,Cancelled,611,2899.76,Bank Transfer
4403,2023-12-06,2023-12-17,Delivered,981,1755.18,Debit Card
4404,2024-01-17,2024-01-29,Pending,314,3504.47,Credit Card
4405,2024-07-11,2024-07-18,Processing,590,4479.22,Credit Card
4406,2024-03-05,2024-03-17,Cancelled,581,3206.28,Bank Transfer
4407,2024-01-03,2024-01-08,Pending,623,4014.96,Debit Card
4408,2023-01-16,2023-01-25,Shipped,746,289.93,Bank Transfer
4409,2024-03-06,2024-03-16,Processing,240,2289.12,Bank Transfer
4410,2024-01-16,2024-01-26,Shipped,85,2025.41,PayPal
4411,2024-03-30,2024-04-08,Shipped,949,1152.22,Credit Card
4412,2023-11-03,2023-11-15,Pending,60,743.07,PayPal
4413,2024-10-12,2024-10-15,Pending,288,1012.53,Debit Card
4414,2024-09-22,2024-10-04,Processing,656,3083.7,Debit Card
4415,2023-10-30,2023-11-06,Delivered,471,3880.67,Debit Card
4416,2023-07-04,2023-07-12,Shipped,545,1445.82,PayPal
4417,2023-09-04,2023-09-18,Processing,923,1290.13,PayPal
4418,2023-11-05,2023-11-16,Shipped,786,207.95,Credit Card
4419,2024-04-10,2024-04-24,Processing,316,597.52,Bank Transfer
4420,2023-12-17,2023-12-23,Cancelled,615,584.66,Bank Transfer
4421,2023-11-19,2023-11-29,Delivered,867,4785.61,Credit Card
4422,2024-01-29,2024-02-03,Cancelled,577,4054.51,Credit Card
4423,2023-06-16,2023-06-23,Processing,378,2288.28,PayPal
4424,2023-08-07,2023-08-13,Processing,636,3984.4,Bank Transfer
4425,2024-01-03,2024-01-08,Processing,869,458.71,PayPal
4426,2024-06-21,2024-06-30,Processing,48,1433.69,PayPal
4427,2024-09-11,2024-09-20,Cancelled,189,4528.86,Credit Card
4428,2024-03-29,2024-04-03,Shipped,498,1512.68,PayPal
4429,2024-09-06,2024-09-11,Processing,28,1545.08,Debit Card
4430,2024-04-20,2024-05-01,Processing,927,640.16,PayPal
4431,2024-08-27,2024-09-01,Cancelled,392,3040.41,Debit Card
4432,2023-01-06,2023-01-15,Processing,130,4106.06,Credit Card
4433,2023-08-09,2023-08-13,Processing,601,826.61,Credit Card
4434,2023-11-06,2023-11-17,Delivered,8,965.49,Credit Card
4435,2024-03-04,2024-03-08,Pending,50,575.9,PayPal
4436,2024-10-20,2024-10-26,Processing,383,3114.03,Debit Card
4437,2024-09-10,2024-09-20,Shipped,619,355.88,Credit Card
4438,2024-10-23,2024-10-26,Processing,726,2929.75,Bank Transfer
4439,2024-03-16,2024-03-20,Cancelled,150,961.82,Bank Transfer
4440,2024-01-21,2024-02-04,Delivered,717,2486.54,Bank Transfer
4441,2023-12-29,2024-01-10,Delivered,3,3649.12,PayPal
4442,2023-08-21,2023-08-24,Delivered,813,3909.2,PayPal
4443,2023-05-20,2023-06-03,Processing,85,4813.75,Debit Card
4444,2024-04-21,2024-05-02,Shipped,292,1690.91,Bank Transfer
4445,2024-03-27,2024-04-10,Delivered,858,1263.06,Credit Card
4446,2023-05-02,2023-05-14,Delivered,968,3796.84,PayPal
4447,2024-11-24,2024-12-06,Shipped,943,447.38,Debit Card
4448,2024-05-25,2024-06-03,Cancelled,729,2168.65,Credit Card
4449,2023-12-19,2023-12-24,Cancelled,664,4486.84,Debit Card
4450,2023-03-10,2023-03-15,Shipped,803,2898.72,Credit Card
4451,2024-12-18,2024-12-31,Delivered,489,2759.83,Debit Card
4452,2024-11-09,2024-11-13,Pending,62,821.6,PayPal
4453,2023-03-12,2023-03-25,Shipped,401,2418.38,Debit Card
4454,2023-01-25,2023-02-03,Cancelled,648,2166.51,Bank Transfer
4455,2023-09-09,2023-09-14,Processing,204,3435.58,Credit Card
4456,2024-07-06,2024-07-14,Pending,160,404.48,PayPal
4457,2024-01-23,2024-02-05,Pending,738,1458.2,Bank Transfer
4458,2024-02-29,2024-03-06,Cancelled,86,461.48,PayPal
4459,2024-09-12,2024-09-19,Processing,23,248.21,PayPal
4460,2024-04-09,2024-04-17,Processing,584,3774.09,PayPal
4461,2023-09-07,2023-09-21,Shipped,213,758.85,Debit Card
4462,2023-12-19,2023-12-31,Pending,872,1931.49,PayPal
4463,2023-05-10,2023-05-20,Pending,731,1326.38,Debit Card
4464,2024-11-05,2024-11-16,Processing,821,3430.91,Debit Card
4465,2023-12-17,2023-12-29,Shipped,904,4927.89,PayPal
4466,2024-06-20,2024-06-25,Shipped,97,536.89,Bank Transfer
4467,2024-11-14,2024-11-17,Cancelled,824,1797.84,Debit Card
4468,2024-02-07,2024-02-14,Processing,442,2253.33,PayPal
4469,2024-01-13,2024-01-17,Processing,500,956.24,Bank Transfer
4470,2023-11-20,2023-11-28,Processing,986,4048.6,PayPal
4471,2024-05-15,2024-05-23,Cancelled,322,4655.24,Debit Card
4472,2024-09-20,2024-09-30,Cancelled,267,2668.23,Bank Transfer
4473,2024-08-25,2024-09-03,Processing,169,1429.48,Bank Transfer
4474,2024-12-26,2025-01-03,Shipped,23,1568.79,PayPal
4475,2023-11-19,2023-11-22,Cancelled,593,691.59,Debit Card
4476,2023-12-01,2023-12-10,Pending,952,1702.32,Credit Card
4477,2023-05-27,2023-06-09,Shipped,888,2137.42,PayPal
4478,2024-04-03,2024-04-12,Cancelled,184,3006.52,PayPal
4479,2023-11-24,2023-12-08,Shipped,629,2232.21,PayPal
4480,2023-09-21,2023-10-04,Delivered,888,735.49,PayPal
4481,2024-08-12,2024-08-16,Delivered,448,4349.95,Bank Transfer
4482,2023-01-05,2023-01-10,Processing,807,1019.62,Debit Card
4483,2024-04-17,2024-04-28,Shipped,294,4558.0,Debit Card
4484,2024-08-03,2024-08-13,Processing,383,625.28,Bank Transfer
4485,2024-12-15,2024-12-28,Shipped,470,169.93,PayPal
4486,2024-10-27,2024-11-08,Pending,138,513.36,Debit Card
4487,2024-07-22,2024-08-04,Processing,793,1252.93,Debit Card
4488,2024-10-22,2024-11-05,Processing,711,327.7,Bank Transfer
4489,2023-11-21,2023-11-25,Cancelled,500,2031.0,Debit Card
4490,2023-01-13,2023-01-22,Processing,417,3169.19,PayPal
4491,2024-06-16,2024-06-25,Processing,5,608.48,PayPal
4492,2023-06-05,2023-06-08,Shipped,913,4446.17,Bank Transfer
4493,2024-05-30,2024-06-06,Processing,398,4094.68,PayPal
4494,2023-07-29,2023-08-04,Cancelled,870,2284.23,Debit Card
4495,2023-01-24,2023-02-04,Processing,962,4887.7,Debit Card
4496,2024-05-25,2024-06-08,Shipped,715,1073.89,Credit Card
4497,2023-12-10,2023-12-23,Delivered,622,4590.9,Debit Card
4498,2024-09-05,2024-09-10,Shipped,576,4927.59,Debit Card
4499,2023-10-14,2023-10-26,Shipped,117,4342.08,PayPal
4500,2023-09-25,2023-10-07,Delivered,782,4342.47,PayPal
4501,2024-01-19,2024-01-22,Shipped,80,585.99,Bank Transfer
4502,2023-10-26,2023-11-04,Shipped,487,1757.65,Credit Card
4503,2024-07-07,2024-07-10,Processing,975,2643.42,Credit Card
4504,2023-10-20,2023-10-27,Shipped,63,1445.14,Bank Transfer
4505,2023-09-05,2023-09-09,Delivered,416,1955.56,Bank Transfer
4506,2023-03-19,2023-04-01,Processing,854,1684.36,Credit Card
4507,2023-10-09,2023-10-20,Processing,489,1585.96,Bank Transfer
4508,2023-12-27,2024-01-07,Shipped,202,258.21,Credit Card
4509,2023-04-16,2023-04-25,Pending,954,1622.92,Bank Transfer
4510,2024-04-03,2024-04-07,Cancelled,861,4087.43,Bank Transfer
4511,2023-02-06,2023-02-10,Pending,39,816.1,Debit Card
4512,2024-11-03,2024-11-07,Cancelled,919,3051.23,PayPal
4513,2024-05-10,2024-05-24,Shipped,447,512.37,Bank Transfer
4514,2024-06-12,2024-06-21,Cancelled,819,2610.93,Debit Card
4515,2023-04-26,2023-04-30,Pending,585,2376.61,Debit Card
4516,2024-03-25,2024-04-02,Pending,754,3578.39,PayPal
4517,2024-11-10,2024-11-16,Processing,424,375.08,Credit Card
4518,2023-11-25,2023-11-28,Delivered,993,4896.25,PayPal
4519,2024-01-19,2024-01-25,Delivered,366,3235.94,Credit Card
4520,2024-08-25,2024-09-02,Cancelled,336,2226.67,PayPal
4521,2024-07-12,2024-07-20,Processing,374,4761.68,PayPal
4522,2024-08-15,2024-08-28,Pending,789,3817.37,PayPal
4523,2023-10-17,2023-10-22,Cancelled,410,3314.32,Credit Card
4524,2024-04-24,2024-05-08,Cancelled,344,2819.81,Credit Card
4525,2024-11-28,2024-12-06,Pending,834,1375.04,Debit Card
4526,2024-03-14,2024-03-25,Cancelled,620,4351.58,Credit Card
4527,2023-07-27,2023-07-30,Processing,808,2601.42,PayPal
4528,2023-06-11,2023-06-21,Processing,491,3782.05,Debit Card
4529,2024-08-29,2024-09-09,Processing,262,1617.45,Bank Transfer
4530,2024-12-28,2024-12-31,Processing,328,672.62,Bank Transfer
4531,2023-11-04,2023-11-13,Shipped,992,1230.84,Debit Card
4532,2023-07-15,2023-07-18,Pending,939,2843.3,Debit Card
4533,2023-05-09,2023-05-23,Shipped,655,2310.57,PayPal
4534,2024-07-22,2024-08-05,Processing,973,2444.71,Debit Card
4535,2024-04-25,2024-05-05,Shipped,124,4400.16,Bank Transfer
4536,2023-05-24,2023-06-01,Processing,710,3675.81,Debit Card
4537,2023-07-23,2023-07-26,Pending,63,92.67,Credit Card
4538,2023-05-30,2023-06-03,Shipped,848,750.7,Bank Transfer
4539,2023-05-25,2023-05-31,Delivered,692,1486.82,PayPal
4540,2024-11-25,2024-11-28,Delivered,757,3310.3,Debit Card
4541,2024-04-25,2024-04-29,Pending,855,4643.2,Debit Card
4542,2023-05-04,2023-05-17,Pending,597,3172.94,Credit Card
4543,2024-01-21,2024-01-29,Pending,445,1781.84,Debit Card
4544,2024-02-17,2024-02-27,Cancelled,304,251.43,Debit Card
4545,2024-06-20,2024-06-26,Processing,295,3905.94,Credit Card
4546,2023-01-18,2023-01-30,Delivered,156,849.31,Bank Transfer
4547,2023-05-22,2023-06-04,Cancelled,699,3577.6,PayPal
4548,2024-04-14,2024-04-26,Processing,981,3488.06,PayPal
4549,2023-04-01,2023-04-13,Shipped,779,1328.94,Credit Card
4550,2024-04-14,2024-04-17,Delivered,710,1458.34,PayPal
4551,2024-03-07,2024-03-10,Shipped,343,2489.57,Credit Card
4552,2023-03-26,2023-04-03,Shipped,764,3525.39,Credit Card
4553,2023-03-12,2023-03-21,Processing,430,94.12,Credit Card
4554,2023-05-18,2023-05-27,Delivered,574,2880.51,PayPal
4555,2024-11-16,2024-11-23,Cancelled,932,1714.51,Debit Card
4556,2024-07-23,2024-07-29,Processing,327,1480.66,PayPal
4557,2024-01-02,2024-01-12,Shipped,615,975.11,Bank Transfer
4558,2024-08-07,2024-08-16,Cancelled,584,501.88,Bank Transfer
4559,2024-01-29,2024-02-04,Pending,947,2095.18,Debit Card
4560,2023-10-18,2023-10-31,Processing,832,821.04,PayPal
4561,2023-04-04,2023-04-14,Processing,837,3304.13,Debit Card
4562,2024-01-09,2024-01-14,Pending,146,1586.37,Bank Transfer
4563,2023-09-28,2023-10-10,Processing,738,2515.4,PayPal
4564,2023-10-25,2023-10-28,Shipped,831,220.19,PayPal
4565,2023-01-22,2023-02-02,Cancelled,681,295.67,Bank Transfer
4566,2024-11-13,2024-11-27,Cancelled,809,136.47,Credit Card
4567,2024-08-26,2024-08-29,Pending,785,1722.71,PayPal
4568,2023-05-27,2023-06-06,Shipped,411,4774.07,PayPal
4569,2023-02-28,2023-03-13,Processing,241,1635.33,Debit Card
4570,2024-11-02,2024-11-08,Cancelled,613,3578.2,PayPal
4571,2023-01-14,2023-01-18,Shipped,59,3625.79,Credit Card
4572,2024-06-22,2024-07-04,Pending,241,376.53,Debit Card
4573,2024-06-17,2024-06-21,Shipped,829,4705.54,Credit Card
4574,2023-06-27,2023-07-08,Processing,344,3510.15,Bank Transfer
4575,2023-03-08,2023-03-16,Pending,902,4719.46,PayPal
4576,2024-10-01,2024-10-14,Shipped,637,3711.0,Credit Card
4577,2023-09-26,2023-10-10,Processing,649,2245.23,Debit Card
4578,2023-04-01,2023-04-07,Cancelled,404,893.45,Credit Card
4579,2024-06-08,2024-06-12,Processing,141,3388.18,Debit Card
4580,2024-06-16,2024-06-20,Delivered,874,4921.5,Bank Transfer
4581,2024-04-14,2024-04-28,Delivered,788,2317.09,Credit Card
4582,2023-12-22,2024-01-05,Processing,76,4967.87,Credit Card
4583,2023-02-07,2023-02-15,Pending,970,1099.85,PayPal
4584,2023-01-09,2023-01-21,Cancelled,510,4652.85,Debit Card
4585,2024-09-25,2024-10-06,Delivered,143,518.59,Credit Card
4586,2023-11-12,2023-11-17,Cancelled,621,1202.26,Debit Card
4587,2023-12-31,2024-01-13,Shipped,776,3655.94,Debit Card
4588,2024-05-12,2024-05-21,Cancelled,707,4340.53,Debit Card
4589,2024-05-05,2024-05-14,Processing,674,2677.31,PayPal
4590,2024-02-23,2024-02-29,Cancelled,558,2653.52,Bank Transfer
4591,2023-01-26,2023-01-30,Cancelled,901,3890.89,PayPal
4592,2024-04-15,2024-04-24,Processing,607,836.63,Debit Card
4593,2024-03-18,2024-03-27,Cancelled,528,4162.47,Credit Card
4594,2024-08-06,2024-08-20,Processing,459,3235.73,Credit Card
4595,2024-02-09,2024-02-17,Processing,192,2773.97,Credit Card
4596,2024-04-19,2024-04-26,Pending,598,1247.1,Bank Transfer
4597,2024-08-02,2024-08-13,Shipped,139,1651.12,Debit Card
4598,2024-05-06,2024-05-16,Processing,445,1647.44,Debit Card
4599,2024-01-25,2024-02-01,Shipped,563,4201.09,Bank Transfer
4600,2024-06-28,2024-07-01,Delivered,31,4625.17,Bank Transfer
4601,2023-05-08,2023-05-18,Shipped,914,4738.76,Debit Card
4602,2023-12-04,2023-12-14,Pending,597,982.93,Credit Card
4603,2023-05-23,2023-06-04,Delivered,889,2012.58,Credit Card
4604,2024-07-01,2024-07-12,Cancelled,83,3259.02,Bank Transfer
4605,2024-06-22,2024-07-01,Shipped,58,4371.54,Bank Transfer
4606,2023-02-14,2023-02-17,Pending,189,1346.36,PayPal
4607,2024-06-19,2024-06-29,Pending,856,4450.52,Bank Transfer
4608,2024-10-16,2024-10-26,Shipped,642,1202.93,Credit Card
4609,2023-05-25,2023-06-06,Processing,19,661.28,PayPal
4610,2023-12-15,2023-12-28,Shipped,66,3236.54,Debit Card
4611,2024-10-02,2024-10-05,Cancelled,282,896.03,Credit Card
4612,2024-02-16,2024-02-29,Pending,353,788.71,PayPal
4613,2023-06-15,2023-06-21,Processing,418,3043.4,Credit Card
4614,2024-10-11,2024-10-22,Shipped,394,882.33,Credit Card
4615,2023-01-14,2023-01-24,Processing,21,4705.08,Bank Transfer
4616,2023-06-26,2023-07-05,Cancelled,143,1334.83,Debit Card
4617,2024-01-08,2024-01-14,Cancelled,968,3973.39,Bank Transfer
4618,2023-01-26,2023-02-09,Delivered,507,4426.44,Credit Card
4619,2024-10-19,2024-10-26,Delivered,401,4732.88,Bank Transfer
4620,2024-02-22,2024-03-06,Cancelled,262,296.01,Debit Card
4621,2024-07-09,2024-07-19,Processing,371,3247.41,Bank Transfer
4622,2024-01-17,2024-01-23,Delivered,339,3636.54,Bank Transfer
4623,2024-01-25,2024-02-07,Cancelled,918,2767.42,Debit Card
4624,2023-12-29,2024-01-09,Processing,683,3750.31,Bank Transfer
4625,2024-06-02,2024-06-08,Delivered,576,3719.98,PayPal
4626,2024-11-08,2024-11-16,Pending,968,2173.35,PayPal
4627,2024-03-02,2024-03-12,Processing,445,4894.26,Bank Transfer
4628,2024-06-14,2024-06-22,Processing,158,195.03,Debit Card
4629,2024-04-29,2024-05-07,Pending,483,72.65,Bank Transfer
4630,2023-09-07,2023-09-12,Cancelled,790,4030.7,PayPal
4631,2024-11-03,2024-11-16,Delivered,308,1257.08,Debit Card
4632,2024-09-03,2024-09-17,Delivered,888,2701.08,Bank Transfer
4633,2023-01-25,2023-02-08,Delivered,327,4008.56,Bank Transfer
4634,2023-02-02,2023-02-14,Processing,545,1382.24,Debit Card
4635,2023-06-19,2023-07-03,Shipped,53,2316.53,Bank Transfer
4636,2023-06-26,2023-07-08,Processing,581,276.11,Debit Card
4637,2024-04-02,2024-04-08,Cancelled,929,752.3,Bank Transfer
4638,2023-10-04,2023-10-17,Delivered,683,3162.98,Credit Card
4639,2023-09-05,2023-09-16,Shipped,65,2137.47,Bank Transfer
4640,2024-07-26,2024-08-03,Shipped,363,240.34,PayPal
4641,2024-12-06,2024-12-20,Shipped,308,4962.66,Credit Card
4642,2024-11-04,2024-11-09,Pending,97,1592.68,Bank Transfer
4643,2023-08-21,2023-08-25,Processing,931,2346.78,Bank Transfer
4644,2024-12-01,2024-12-14,Processing,845,1157.79,Debit Card
4645,2024-09-27,2024-10-05,Processing,81,3997.56,Credit Card
4646,2023-04-25,2023-04-30,Processing,673,1795.33,Credit Card
4647,2023-10-09,2023-10-14,Cancelled,367,964.02,Debit Card
4648,2023-09-28,2023-10-03,Pending,445,4210.44,Debit Card
4649,2023-07-07,2023-07-20,Delivered,114,3474.91,Bank Transfer
4650,2024-05-22,2024-05-28,Pending,198,2792.34,Bank Transfer
4651,2023-12-23,2023-12-30,Delivered,978,447.22,Debit Card
4652,2023-02-11,2023-02-23,Shipped,599,1199.14,Credit Card
4653,2023-03-22,2023-04-01,Delivered,353,4152.55,Bank Transfer
4654,2024-12-01,2024-12-07,Cancelled,716,204.69,Debit Card
4655,2023-05-19,2023-05-29,Processing,557,4233.75,Debit Card
4656,2024-04-11,2024-04-17,Processing,453,1288.39,Credit Card
4657,2023-05-24,2023-05-28,Delivered,851,2404.36,Debit Card
4658,2023-06-20,2023-06-29,Delivered,905,552.44,Debit Card
4659,2023-01-30,2023-02-10,Delivered,539,636.72,Debit Card
4660,2024-02-06,2024-02-11,Shipped,604,3126.11,Credit Card
4661,2024-03-10,2024-03-22,Processing,86,3037.36,Debit Card
4662,2023-09-04,2023-09-07,Processing,946,3111.41,Bank Transfer
4663,2023-03-17,2023-03-26,Cancelled,964,343.62,Bank Transfer
4664,2023-02-03,2023-02-17,Delivered,739,3096.95,PayPal
4665,2023-05-09,2023-05-22,Cancelled,452,1176.44,Credit Card
4666,2023-06-27,2023-07-03,Delivered,801,1184.3,Credit Card
4667,2023-11-12,2023-11-23,Delivered,871,4682.01,Bank Transfer
4668,2024-10-27,2024-11-01,Shipped,149,1878.02,PayPal
4669,2024-02-15,2024-02-22,Delivered,48,4302.15,PayPal
4670,2024-07-20,2024-07-25,Processing,110,1269.27,PayPal
4671,2024-04-27,2024-05-05,Delivered,453,1924.05,PayPal
4672,2024-09-12,2024-09-24,Shipped,113,3605.76,Bank Transfer
4673,2024-08-27,2024-08-30,Delivered,644,1330.87,Credit Card
4674,2024-06-17,2024-07-01,Processing,663,1530.82,Debit Card
4675,2024-09-21,2024-09-29,Processing,938,3987.95,Credit Card
4676,2024-12-03,2024-12-16,Processing,681,4907.55,Debit Card
4677,2024-05-10,2024-05-14,Shipped,329,128.21,PayPal
4678,2024-11-30,2024-12-12,Shipped,972,3382.08,Debit Card
4679,2024-09-11,2024-09-16,Cancelled,925,3922.18,Bank Transfer
4680,2023-03-07,2023-03-17,Processing,878,850.53,Credit Card
4681,2024-03-13,2024-03-18,Pending,86,3731.01,Debit Card
4682,2023-08-23,2023-09-04,Processing,161,534.85,PayPal
4683,2024-02-11,2024-02-23,Shipped,806,1645.2,PayPal
4684,2024-11-26,2024-12-06,Cancelled,797,2446.03,Credit Card
4685,2024-01-03,2024-01-08,Pending,527,3428.1,Debit Card
4686,2023-01-02,2023-01-12,Delivered,355,4259.69,Credit Card
4687,2024-01-18,2024-01-24,Shipped,261,1407.11,Credit Card
4688,2023-01-11,2023-01-16,Shipped,135,3891.76,Debit Card
4689,2024-06-17,2024-06-23,Pending,507,2797.01,Credit Card
4690,2023-08-07,2023-08-21,Delivered,654,1763.79,Credit Card
4691,2023-06-24,2023-07-06,Delivered,516,2028.84,Debit Card
4692,2023-02-18,2023-02-24,Shipped,279,92.12,PayPal
4693,2023-10-07,2023-10-16,Cancelled,696,1772.53,Credit Card
4694,2024-07-03,2024-07-17,Processing,246,3954.6,Credit Card
4695,2023-02-15,2023-02-19,Processing,851,2769.83,PayPal
4696,2024-04-02,2024-04-07,Shipped,50,4363.17,Bank Transfer
4697,2023-04-13,2023-04-19,Processing,288,1907.72,Credit Card
4698,2024-07-12,2024-07-19,Processing,153,64.46,PayPal
4699,2024-07-02,2024-07-15,Pending,174,1840.23,PayPal
4700,2023-06-27,2023-06-30,Pending,758,1025.08,Credit Card
4701,2024-11-19,2024-11-28,Pending,125,3632.14,Debit Card
4702,2023-08-16,2023-08-25,Shipped,244,2710.48,Credit Card
4703,2024-10-26,2024-11-09,Cancelled,252,3704.48,Credit Card
4704,2024-04-22,2024-05-06,Pending,607,3546.83,Debit Card
4705,2024-03-14,2024-03-24,Processing,48,261.57,Bank Transfer
4706,2023-05-13,2023-05-17,Delivered,716,3600.49,Credit Card
4707,2024-04-30,2024-05-03,Cancelled,117,2196.82,Bank Transfer
4708,2024-07-28,2024-08-05,Shipped,814,3288.34,Bank Transfer
4709,2023-04-17,2023-04-22,Processing,470,81.78,Bank Transfer
4710,2023-03-24,2023-03-28,Pending,772,448.49,Bank Transfer
4711,2024-10-20,2024-10-27,Delivered,266,4676.96,Debit Card
4712,2024-09-12,2024-09-22,Processing,632,2007.37,Bank Transfer
4713,2024-02-03,2024-02-07,Pending,191,2294.92,Debit Card
4714,2023-03-22,2023-03-28,Cancelled,457,3685.09,Credit Card
4715,2024-12-05,2024-12-18,Pending,513,2105.6,PayPal
4716,2024-03-11,2024-03-17,Pending,363,2033.92,PayPal
4717,2024-02-16,2024-02-25,Cancelled,557,1132.86,Credit Card
4718,2024-01-17,2024-01-25,Cancelled,213,2320.89,PayPal
4719,2024-07-11,2024-07-22,Cancelled,766,1468.15,Credit Card
4720,2023-06-19,2023-07-03,Processing,223,3452.58,Bank Transfer
4721,2024-11-14,2024-11-23,Shipped,310,1520.74,Debit Card
4722,2024-01-26,2024-01-31,Cancelled,435,1063.73,PayPal
4723,2023-01-01,2023-01-08,Shipped,74,4037.4,Debit Card
4724,2023-04-10,2023-04-23,Delivered,179,3149.74,Credit Card
4725,2024-01-19,2024-01-24,Delivered,524,1172.48,Debit Card
4726,2024-06-28,2024-07-12,Cancelled,213,4441.52,Debit Card
4727,2023-09-26,2023-10-06,Shipped,862,1288.75,Bank Transfer
4728,2024-01-22,2024-02-02,Pending,397,2986.12,Debit Card
4729,2023-01-23,2023-01-29,Cancelled,565,2815.73,PayPal
4730,2023-01-04,2023-01-07,Delivered,555,1138.45,PayPal
4731,2024-02-16,2024-03-01,Processing,707,4222.55,Bank Transfer
4732,2024-08-13,2024-08-18,Processing,799,4776.99,Credit Card
4733,2024-11-08,2024-11-21,Processing,495,4678.46,Debit Card
4734,2023-12-04,2023-12-16,Processing,287,368.85,Bank Transfer
4735,2023-02-21,2023-03-02,Processing,593,516.23,Debit Card
4736,2023-06-24,2023-06-29,Pending,161,1439.79,Credit Card
4737,2024-06-15,2024-06-21,Shipped,90,2705.54,Debit Card
4738,2024-12-14,2024-12-26,Cancelled,668,314.47,Debit Card
4739,2023-12-09,2023-12-22,Cancelled,539,3083.47,Bank Transfer
4740,2024-08-13,2024-08-23,Delivered,596,3090.79,Credit Card
4741,2023-11-20,2023-11-25,Processing,110,2477.15,Credit Card
4742,2023-10-13,2023-10-24,Cancelled,810,1711.97,Debit Card
4743,2023-12-31,2024-01-11,Shipped,567,3118.06,Credit Card
4744,2023-01-10,2023-01-19,Shipped,505,1095.73,Bank Transfer
4745,2024-02-21,2024-02-27,Shipped,418,1040.58,Credit Card
4746,2023-06-22,2023-07-04,Cancelled,979,1864.29,Bank Transfer
4747,2024-04-04,2024-04-09,Cancelled,106,2121.83,Bank Transfer
4748,2024-09-15,2024-09-24,Processing,500,4573.59,Credit Card
4749,2023-04-01,2023-04-13,Processing,539,4272.08,Credit Card
4750,2024-02-06,2024-02-17,Processing,715,284.44,PayPal
4751,2024-10-20,2024-10-23,Cancelled,79,2158.79,Debit Card
4752,2023-12-23,2023-12-29,Processing,118,1975.64,PayPal
4753,2024-03-07,2024-03-11,Processing,79,2377.52,Bank Transfer
4754,2023-10-02,2023-10-14,Shipped,773,4247.03,Bank Transfer
4755,2024-12-06,2024-12-18,Shipped,249,2407.3,PayPal
4756,2024-09-07,2024-09-15,Delivered,381,2603.65,Bank Transfer
4757,2024-05-30,2024-06-05,Delivered,712,2134.43,PayPal
